id,title,original_title,production_countries,overview,tagline,release_date,original_language,genres,runtime,budget,revenue,cast,vote_average,director,keywords
1030611,Lilith,Lilith,['Brazil'],,,2022-10-06,pt,Drama,80,0,0,"['Renato Góes', 'Isabél Zuaa', 'Nash Laila']",6.0,Bruno Safadi,[]
532710,Ojos de fuego,Firestarter,['United States of America'],"Andy y Vicky son unos padres que llevan más de una década huyendo en un desesperado intento de esconder a su hija Charlie de una oscura agencia estadounidense empeñada en aprovechar su increíble don para convertir el fuego en un arma de destrucción masiva. Andy enseñó a Charlie cómo dominar su extraño poder, desencadenado normalmente por la ira o el dolor. Pero cuando Charlie cumple 11 años, el fuego es cada vez más difícil de controlar. Después de que un incidente inesperado revele la ubicación de la familia, un misterioso operario sale en busca de Charlie para hacerse con ella de una vez por todas. Pero Charlie tiene otros planes.",Nunca juegues con fuego.,2022-05-12,en,"Terror, Ciencia ficción",94,12000000,15000000,"['Ryan Kiera Armstrong', 'Zac Efron', 'Sydney Lemmon']",5.5,Keith Thomas,"['fire', 'based on novel or book', 'telepathy', 'psychic power', 'psychic', 'female magician', 'supernatural power', 'secret government agency', 'psychic force', 'pyrokinesis']"
938567,Karakai Jouzu no Takagi-san; ~La Película~,劇場版 からかい上手の高木さん,['Japan'],"Takagi y Nishikata están en su último año de secundaria y tienen ansiedad y esperanza para el futuro. Durante el verano de su último año, el día antes de que comiencen las vacaciones de verano, los dos encuentran una gatita a la que llaman Hana. Deciden cuidar del gatito ellos mismos hasta que puedan encontrar a su madre.","Un pequeño encuentro, el comienzo del verano",2022-06-10,ja,"Animación, Comedia, Romance",73,0,2739967,"['Yuki Kaji', 'Rie Takahashi', 'Inori Minase']",8.5,Hiroaki Akagi,"['cat', 'romcom', 'sequel', 'romance', 'slice of life', 'school', 'based on manga', 'school life', 'shounen', 'anime']"
1029827,दृश्यम २,दृश्यम २,['India'],"7 años después de que se cerrara el caso relacionado con Vijay Salgaonkar y su familia, una serie de acontecimientos inesperados sacan a la luz una verdad que amenaza con cambiarlo todo para los Salgaonkar. ¿Podrá Vijay salvar a su familia esta vez?",,2022-11-18,hi,"Crimen, Suspense, Drama, Misterio",140,7200000,41000000,"['Ajay Devgn', 'Akshaye Khanna', 'Tabu']",7.9,Abhishek Pathak,['based on movie']
591120,Piratas: El último tesoro de la corona,해적: 도깨비 깃발,['South Korea'],"Una gran batalla naval entre piratas, bandidos y pioneros que buscan una foca que desapareció en el ataque de una ballena antes de la fundación de la dinastía Joseon.",,2022-01-26,ko,"Acción, Aventura, Comedia, Fantasía",126,19597380,10247262,"['Kang Ha-neul', 'Han Hyo-joo', 'Lee Kwang-soo']",6.5,Kim Joung-hoon,"['treasure', 'sequel', 'joseon dynasty (1392–1910)']"
899112,Noche de paz,Violent Night,"['Canada', 'United States of America']","Cuando un equipo de mercenarios irrumpe en Nochebuena dentro de un complejo familiar adinerado y toma como rehenes a todos los que están dentro, no estaban preparados para un defensor sorpresa: Santa Claus (David Harbour) está en el edificio y a punto de demostrar por qué este Santa Claus, no es ningún santo.",Será mejor que tengas cuidado.,2022-11-30,en,"Acción, Comedia, Fantasía, Suspense",101,20000000,75734910,"['David Harbour', 'John Leguizamo', ""Beverly D'Angelo""]",7.3,Tommy Wirkola,"['holiday', 'santa claus', 'mercenary', 'saving christmas', 'booby trap', 'questioning', 'duringcreditsstinger', 'aggressive', 'christmas', 'audacious']"
981588,Два холма. Фильм,Два холма. Фильм,['Russia'],,,2022-06-09,ru,"Comedia, Ciencia ficción",48,0,0,"['Pelageya Nevzorova', 'Nikita Kologrivyy', 'Andrey Skorokhod']",6.161,Dmitry Gribanov,[]
1028725,Batallas mutantes: La Guerrera Fantasma,变种人：幽灵战姬,['China'],"Wu Qingqing es un agente de la Alianza de Seguridad Internacional (para combatir el crimen mutante) y recibe la orden de infiltrarse en el Hospital Plástico Medusa para recopilar evidencia de la investigación secreta sobre el fluido de inducción genética por parte de su consorcio directo para crear luchadores mutantes. Wu Qingqing se infiltra con éxito, pero se ve obligado a inyectar un fluido de inducción genética.",,2022-09-26,zh,"Ciencia ficción, Acción",71,0,0,"['Miya Muqi', 'Li Mingxuan', 'Liu Beige']",5.3,Liu Binjie,"[""leaving one's family""]"
874745,"To Me, The One Who Loved You",君を愛したひとりの僕へ,['Japan'],"Koyomi Hidaka y Shiori Sato se conocen en el centro de investigación de su padre y comienzan a enamorarse, pero también lo hacen sus padres, quienes finalmente se casan. Para evitar convertirse en hermanastros, deciden huir a un universo paralelo. Viajar entre dimensiones es común en su mundo, pero no sin repercusiones. ¿Existe un universo para la joven pareja y cuánto les costará encontrarlo?",,2022-10-07,ja,"Animación, Romance, Ciencia ficción",98,0,0,"['Hio Miyazawa', 'Aju Makita', 'Ai Hashimoto']",5.944,Kenichi Kasai,"['based on novel or book', 'time travel', 'coming of age', 'parallel world', 'anime', 'anxious']"
504827,Bob's Burgers: La película,The Bob's Burgers Movie,['United States of America'],"Bob's Burgers La Película es una comedia de animación para la gran pantalla. La historia arranca cuando la rotura de una tubería de agua crea un enorme socavón justo delante del Bob's Burgers, bloqueando la entrada de forma indefinida a la hamburguesería y arruinando los planes que tenían los Belcher de cara al verano. Mientras Bob y Linda luchan por mantener a flote su negocio, los niños intentan resolver un misterio que podría salvar el restaurante familiar. A medida que aumentan los peligros, todos se apoyan entre ellos con la esperanza de volver a ponerse detrás de ese mostrador.",Que empiece la fiesturguesa.,2022-05-26,en,"Animación, Aventura, Comedia",101,38000000,34148750,"['H. Jon Benjamin', 'Kristen Schaal', 'John Roberts']",6.986,Bernard Derriman,"['test of courage', 'crime scene', 'aftercreditsstinger', 'based on tv series', 'secret playroom', 'carney town', 'comforting', 'optimistic']"
782054,映画ドラえもん のび太の宇宙小戦争 2021,映画ドラえもん のび太の宇宙小戦争 2021,['Japan'],,,2022-03-04,ja,"Animación, Ciencia ficción, Aventura, Familia",108,0,22044058,"['Wasabi Mizuta', 'Megumi Oohara', 'Yumi Kakazu']",6.5,Susumu Yamaguchi,[]
995456,Jurassic Greatest Moments: Jurassic Park to Jurassic World,Jurassic Greatest Moments: Jurassic Park to Jurassic World,"['United Kingdom', 'United States of America']",,,2022-06-04,en,Documental,44,0,0,"['Sam Neill', 'Laura Dern', 'Jeff Goldblum']",6.773,,['jurassic world']
792358,ജന ഗണ മന,ജന ഗണ മന,['India'],,,2022-04-28,ml,"Crimen, Suspense, Drama",162,0,0,"['Prithviraj Sukumaran', 'Suraj Venjaramoodu', 'Mamta Mohandas']",7.2,Dijo Jose Antony,"['court case', 'jgm']"
833339,Speak No Evil,Speak No Evil,"['Denmark', 'Netherlands']",,,2022-03-17,da,"Terror, Suspense, Drama",97,3200000,631249,"['Morten Burian', 'Sidsel Siem Koch', 'Fedja van Huêt']",6.6,Christian Tafdrup,"['friendship', 'husband wife relationship', 'countryside', 'denmark', 'italy', 'manipulation', 'restaurant', 'netherlands', 'babysitter', 'family vacation', 'biting', 'hard', 'disturbed', 'hostile', 'hopeless', 'grim', 'dreary', 'children in danger', 'direct', 'negative', 'intense', 'depressing', 'authoritarian', 'bold', 'cruel', 'frustrated', 'gloomy', 'harsh', 'pessimistic']"
838484,Elige o muere,Choose or Die,['United Kingdom'],"Una universitaria arruinada decide jugar a un oscuro juego de ordenador de supervivencia de los años 80, en busca de un premio no reclamado de 125.000 dólares. Pero el juego la maldice y se enfrenta a peligrosas decisiones y a retos que alteran su realidad. Tras una serie de momentos inesperadamente aterradores, se da cuenta de que ya no juega por el dinero, sino por su vida.",,2022-04-15,en,"Terror, Suspense, Ciencia ficción",85,0,0,"['Iola Evans', 'Asa Butterfield', 'Robert Englund']",5.264,Toby Meakins,"['computer', 'video game', 'cleaning lady', 'prize', 'tech noir', 'quest', '1980s', 'cursed', 'pool']"
765119,La burbuja,The Bubble,['United States of America'],"Para relanzar su carrera, una actriz se apunta a una secuela de gran éxito llena de cómicos percances y aprietos durante la pandemia.",¿Dónde estarás cuando ocurra un desastre?,2022-03-25,en,Comedia,127,0,0,"['Karen Gillan', 'Iris Apatow', 'Fred Armisen']",4.602,Judd Apatow,"['hotel', 'quarantine', 'drug use', 'film in film', 'aftercreditsstinger', 'covid-19']"
806368,El hijo,The Son,"['Australia', 'France', 'United Kingdom']","La ajetreada vida de Peter junto a su nueva pareja Emma y su bebé se convierte en un caos cuando su ex esposa Kate reaparece con su hijo adolescente, Nicholas, un joven problemático con el que es difícil comunicarse, por agresivo y distante, y que acaba de abandonar la escuela.",,2022-11-10,en,Drama,123,0,3564844,"['Hugh Jackman', 'Zen McGrath', 'Vanessa Kirby']",6.7,Florian Zeller,"['depression', 'suicide', 'mental illness', 'mental health', 'child of divorce', 'divorced parents', 'hard', 'father son conflict', 'self-harm']"
965731,HiGH&LOW THE WORST X,HiGH&LOW THE WORST X,['Japan'],,,2022-09-09,ja,Acción,119,0,0,"['Kazuma Kawamura', 'Hokuto Yoshino', 'Yuta']",7.6,Norihisa Hiranuma,"['high school', 'delinquent', 'delinquency', 'juvenile delinquent', 'teenage gang', 'high school rivalry', 'group fight', 'furyo', 'japanese high school', 'juvenile delinquency', 'action packed', 'youth']"
935271,After the Pandemic,After the Pandemic,['United States of America'],"Ambientado en un mundo postapocalíptico donde una pandemia global transmitida por el aire ha acabado con el 90% de la población de la Tierra y solo los jóvenes e inmunes han sobrevivido como carroñeros. Para Ellie y Quinn, los desafíos diarios para mantenerse con vida se complican cuando son perseguidos por los despiadados Stalkers.",,2022-03-01,en,"Ciencia ficción, Acción",84,0,0,"['Lelyn Mac', 'Eve James', 'Kannon Smith']",5.071,Richard Lowry,[]
551271,Medieval,Medieval,"['Czech Republic', 'United States of America']","La historia del icono y señor de la guerra checo del siglo XIV, Jan Zizka, que derrotó a los ejércitos de la Orden Teutónica y el Sacro Imperio Romano Germánico.",Por el honor. Por la justicia. Por la libertad.,2022-09-08,en,"Acción, Drama, Historia",126,23000000,4311284,"['Ben Foster', 'Sophie Lowe', 'Michael Caine']",6.935,Petr Jákl,"['based on true story', 'middle ages (476-1453)', 'medieval', '15th century', 'hussite wars (1419-1434)']"
810171,El aparcacoches,The Valet,['United States of America'],"Una estrella de cine contrata a un aparcacoches en un restaurante de Beverly Hills para que se haga pasar por su amante para cubrir su relación con un hombre casado. Remake de ""El juego de los idiotas"" (2006) de Francis Veber.",Nunca juzgues a una pareja por su apariencia.,2022-05-11,en,"Comedia, Romance",124,0,0,"['Eugenio Derbez', 'Samara Weaving', 'Max Greenfield']",7.496,Richard Wong,"['paparazzi', 'remake', 'cultural difference', 'billionaire', 'los angeles, california', 'family', 'valet', 'fake boyfriend', 'marital separation', 'social media', 'wealth differences', 'adulterous affair', 'famous actress']"
595586,Causeway,Causeway,"['Finland', 'United States of America']","Lyndsey es una soldado que lucha por volver a adaptarse a su hogar en Nueva Orleans después de sufrir una lesión traumática. Tas conocer a un mecánico de la zona, James, ambos comienzan a forjar un vínculo inesperado.",Empieza de nuevo.,2022-10-28,en,Drama,92,0,0,"['Jennifer Lawrence', 'Brian Tyree Henry', 'Linda Emond']",6.5,Lila Neugebauer,"['post-traumatic stress disorder (ptsd)', 'new orleans, louisiana', 'swimming pool', 'car accident', 'mourning', 'veteran', 'nostalgic', 'questioning', 'woman director', 'brain injury', 'mysterious', 'shocking', 'zealous', 'philosophical', 'mother daughter relationship', 'wonder', 'serious', 'audacious', 'powerful', 'straightforward']"
1021582,Café Midnight: Missing Honey,심야카페: 미씽 허니,['South Korea'],"Yoon, la futura novia, espera a su novio Tae-young el día de la boda, pero éste no aparece sin mediar palabra. Preocupada y furiosa, Yoon sale a buscarlo durante todo el día y, en plena noche, llega a un extraño lugar llamado 'Café Midnight', que abre desde medianoche hasta que sale el sol. Aquí, Yoon finalmente encuentra a Tae-young pero algo no parece estar bien. Parece unos años más joven que antes y ni siquiera la reconoce. ¿Será capaz de encontrar a su novio del presente en este caos?",,2022-11-17,ko,Fantasía,104,0,0,"['Chae Seo-jin', 'Lee Yi-kyung', 'Shin Ju-hwan']",6.5,Chong Yun-su,[]
809107,Z-O-M-B-I-E-S 3,Z-O-M-B-I-E-S 3,"['Canada', 'United States of America']","Es el último curso de Zed y Addison en Seabrook y la ciudad se ha convertido en un refugio donde monstruos y humanos conviven. Zed intenta conseguir una beca de fútbol americano para ser el primer zombi en ir a la universidad. Addison organiza una competición de animación internacional. Cuando unos seres intergalácticos aparecen para participar en la competición, Seabrook sospecha que quizá vengan a algo muy diferente.",Ellos se proyectan hacia abajo. Nos levantamos.,2022-07-09,en,"Fantasía, Comedia, Familia, Película de TV",88,36000000,0,"['Milo Manheim', 'Meg Donnelly', 'Chandler Kinney']",7.4,Paul Hoen,"['high school', 'musical', 'alien', 'high school graduation', 'zombie', 'alien contact']"
886396,Batman y Superman: La Batalla de los Super hijos,Batman and Superman: Battle of the Super Sons,['United States of America'],"Comienza cuando Jonathan Kent, de once años, descubre que tiene superpoderes, empujando al semi kryptoniano al complicado mundo de los superhéroes y los supervillanos, que ahora están siendo atacados por una fuerza alienígena malvada conocida como Starro”.",,2022-10-17,en,"Animación, Acción, Ciencia ficción",79,0,0,"['Jack Dylan Grazer', 'Jack Griffo', 'Laura Bailey']",7.7,Matt Peters,"['superhero', 'villain', 'based on comic', 'alien invasion', 'super power']"
754609,El viaje a París de la señora Harris,Mrs. Harris Goes to Paris,"['Belgium', 'Canada', 'France', 'Hungary', 'United Kingdom']","En 1957, una limpiadora viuda de Londres se enamora perdidamente de un vestido de Christian Dior y decide que ella debe hacerse con uno.",Persigue tus sueños,2022-07-15,en,"Drama, Comedia, Historia",116,0,10370305,"['Lesley Manville', 'Isabelle Huppert', 'Lambert Wilson']",7.3,Anthony Fabian,"['paris, france', 'based on novel or book', 'widow', 'dress', 'fashion', 'cleaner', '1950s', 'cheerful']"
585378,Despidiendo a Yang,After Yang,['United States of America'],"Un hombre y su hija intentan salvar por todos los medios posibles la vida de Yang, un robot mitad asistente y mitad niñera, al que consideran un miembro más de su familia.",El futuro nunca ha parecido tan humano.,2022-03-04,en,"Ciencia ficción, Drama",95,0,131465,"['Justin H. Min', 'Malea Emma Tjandrawidjaja', 'Colin Farrell']",6.384,Kogonada,"['future', 'based on novel or book', 'loss of loved one', 'adoptive father', 'father', 'loss', 'futuristic', 'grief', 'memory', 'robot', 'mourning', 'adopted child', 'futuristic car', 'futuristic vehicle', 'father daughter relationship', 'self-driving car']"
